place_id,name,address,latitude,longitude,phone,website,rating,reviews_count,google_maps_url,business_status,types
ChIJE55EM5QJxkcRQfu6Yo0ZDsg,T.W.P. Willemsen Fysiotherapie B.V.,"Keizersgracht 790, 1017 EC Amsterdam",52.363730499999996,4.899455,020 623 1833,http://www.fysiotherapie-keizersgracht.nl/,,,https://maps.google.com/?cid=14415487552297040705&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,OPERATIONAL,physiotherapist|health|point_of_interest|establishment
ChIJ6yZdDu0JxkcRM1oaQSLKTH0,Yorbody Fysiotherapie Amsterdam Centrum Stadhouderskade,"Stadhouderskade 74, 1072 AE Amsterdam",52.3580407,4.8903188,06 81470405,https://www.yorbodyfysiotherapie.nl/praktijk/amsterdam-centrum-stadhouderskade/,4.2,5,https://maps.google.com/?cid=9028813601440946739&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,OPERATIONAL,physiotherapist|massage|medical_clinic|health|point_of_interest|service|establishment
ChIJB3Mzqd0JxkcRMPqNtksnLIY,Ernst Fysiotherapie,"Lijnbaansgracht 173, 1016 SC Amsterdam",52.369591299999996,4.8781188,06 49659335,https://www.ernstfysiotherapie.com/,5,14,https://maps.google.com/?cid=9668145706196400688&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,OPERATIONAL,physiotherapist|health|point_of_interest|store|establishment
ChIJtaJ33rUJxkcR-dzqChsQJeU,"Fysio Centrum Amsterdam, locatie Overtoom","Overtoom 37, 1054 HB Amsterdam",52.3630515,4.8772711,020 261 0274,http://www.fysiocentrumamsterdam.nl/,4.7,27,https://maps.google.com/?cid=16511621317157117177&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,OPERATIONAL,medical_clinic|health|point_of_interest|establishment
ChIJc-2wyfMJxkcRX8KKEC5Fc-A,The Gym Fysiotherapie - Praktijk Amsterdam Zuid,"Ruysdaelkade 161, 1072 AS Amsterdam",52.3532376,4.887192799999999,020 334 5825,https://fysiotherapiezuid.amsterdam/,4.9,40,https://maps.google.com/?cid=16173346750965924447&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,OPERATIONAL,medical_clinic|health|point_of_interest|establishment
ChIJFztLxe8JxkcRypCo1YxbixA,Fysiken - Praktijk voor Fysiotherapie,"Celebesstraat 1, 1094 EJ Amsterdam",52.365781899999995,4.9320217,06 51564990,http://www.fysiken.nl/,4.5,15,https://maps.google.com/?cid=1192147186807771338&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,OPERATIONAL,medical_clinic|health|point_of_interest|establishment
ChIJPbeyh4wJxkcRCnpg1fIrKRk,Fysiotherapie & Coaching,"Tweede van der Helststraat 25, 1073 AG Amsterdam",52.351144,4.89493,06 18480161,http://fysio-coaching.nl/,4.9,59,https://maps.google.com/?cid=1813028646955285002&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,OPERATIONAL,physiotherapist|massage|health|point_of_interest|service|establishment
ChIJFS2rbAwJxkcRFCQ0B-UVXMc,Fysiotherapie De Pijp,"Lizzy Ansinghstraat 80, 1072 RD Amsterdam",52.349678999999995,4.892898499999999,020 676 0708,http://www.fysiotherapieindepijp.nl/,4.8,34,https://maps.google.com/?cid=14365380984817591316&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,OPERATIONAL,medical_clinic|health|point_of_interest|establishment
ChIJ9YpgqcgJxkcRCQTCmHXFRsk,Fysiotherapie Herengracht,"Herengracht 52B, 1015 BN Amsterdam",52.37779,4.890289699999999,020 622 7054,http://www.fysiotherapieherengracht.nl/,2.7,3,https://maps.google.com/?cid=14503496758857958409&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,OPERATIONAL,doctor|health|point_of_interest|establishment
ChIJp-nkovMJxkcRTau6LGHw-1Y,Groepspraktijk Oud Zuid,"Ceintuurbaan 27-29, 1072 ES Amsterdam",52.3525304,4.8880346,020 676 3528,http://www.fysiotherapieoudzuid.nl/,4.4,22,https://maps.google.com/?cid=6267867606569102157&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,OPERATIONAL,medical_clinic|health|point_of_interest|establishment
ChIJv8HDe8sJxkcR7l24oY8Fl30,Fysiotherapie Centrum Amsterdam & Hernia Centrum Amsterdam,"Westerdok 714, 1013 BV Amsterdam",52.386110599999995,4.891959099999999,020 337 5534,http://www.fysiotherapiecentrumamsterdam.nl/,4.8,25,https://maps.google.com/?cid=9049708090675977710&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,OPERATIONAL,physiotherapist|medical_clinic|health|point_of_interest|establishment
ChIJY07gfdwJxkcRBPnp14722wQ,Fysiotherapie Rozenstraat,"Tweede Rozendwarsstraat 21, 1016 PD Amsterdam",52.372340799999996,4.8788421,020 625 4380,https://www.fysiotherapie-rozenstraat.nl/,5,3,https://maps.google.com/?cid=350144489419569412&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,OPERATIONAL,physiotherapist|massage|health|point_of_interest|service|establishment
ChIJHx7I5NgJxkcR_KwFmHQDz5g,Fysio Hugo de Groot,"Hugo de Grootplein 22, 1052 KX Amsterdam",52.3749353,4.8722069,020 470 9197,https://www.fysiohugodegroot.nl/,4.7,32,https://maps.google.com/?cid=11011023413245750524&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,OPERATIONAL,medical_clinic|health|point_of_interest|establishment
ChIJM1czZAwJxkcRxi8WaNUFSaM,Fysiotherapie praktijk Movement Based Therapy Amsterdam,"Jacob Bontiusplaats 40, 1 Amsterdam",52.371032799999995,4.927501599999999,06 20478760,https://www.movementbasedtherapy.nl/,5,13,https://maps.google.com/?cid=11765941915614588870&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,OPERATIONAL,medical_clinic|health|point_of_interest|establishment
ChIJASp7_gjixUcRLUVNgZad0U8,Fysiotherapie Oud-West,"Overtoom 434, 1054 JV Amsterdam",52.359920599999995,4.8630428,020 612 8599,http://www.fysiotherapieoudwest.nl/,5,48,https://maps.google.com/?cid=5751551468868814125&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,OPERATIONAL,medical_clinic|health|point_of_interest|establishment
ChIJwZLhJ_gJxkcRmE_wj7jr998,Fysiotherapie Zuidas,"Brahmsstraat 34, 1077 HJ Amsterdam",52.3484677,4.878018099999999,020 679 1933,http://www.fysiotherapiezuidas.nl/,5,81,https://maps.google.com/?cid=16138626967626862488&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,OPERATIONAL,physiotherapist|medical_clinic|health|point_of_interest|establishment
ChIJNeypxM4JxkcRNC8wz9s5pkg,Amsterdam Fysio,"Korte Prinsengracht 91, 1013 GR Amsterdam",52.3809208,4.8891791,020 337 5265,https://www.amsterdamfysio.nl/locations/korte-prinsengracht-91/,4.5,50,https://maps.google.com/?cid=5234935233101442868&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,OPERATIONAL,physiotherapist|yoga_studio|fitness_center|sports_school|sports_complex|gym|sports_activity_location|health|point_of_interest|establishment
ChIJG8F25TIIxkcRFwB6L0GQElc,Fysiotherapie Centrum Amsterdam,"Revaleiland 74, 1014 ZG Amsterdam",52.3934011,4.8796506,020 622 0572,http://www.fysiotherapiecentrumamsterdam.nl/,4.4,28,https://maps.google.com/?cid=6274235840524320791&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,OPERATIONAL,medical_clinic|health|point_of_interest|establishment
ChIJZxqI8Q7ixUcRWdJTYmj8OKE,Fysiotherapie Fysiohulp,"Derde Kostverlorenkade 2, 1054 TN Amsterdam",52.36121310000001,4.8577357,06 42970196,http://www.fysiohulp.com/,4.9,64,https://maps.google.com/?cid=11617312764058653273&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,OPERATIONAL,medical_clinic|physiotherapist|health|point_of_interest|service|establishment
ChIJJ5smlicJxkcRv1ORq8aiWt8,Fysiotherapie GOED Schellingwoude Amsterdam Noord,"Schellingwouderdijk 240, 1023 NL Amsterdam",52.3839093,4.9618094,020 491 0120,https://fysiotherapiegoed.nl/,4.6,79,https://maps.google.com/?cid=16094355192527541183&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,OPERATIONAL,gym|medical_clinic|physiotherapist|health|sports_activity_location|point_of_interest|establishment
ChIJxcIAM9cJxkcR5ZlyrtKYWdo,"Fysio Westerpark, locatie Wittenkade","De Wittenkade 59, 1052 AD Amsterdam",52.3839014,4.8788493,020 686 9806,https://fysiowesterpark.nl/,4.5,24,https://maps.google.com/?cid=15733774803832838629&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,OPERATIONAL,medical_clinic|health|point_of_interest|establishment
ChIJcSSN6scJxkcRxXAS_FHhiaA,"Fysio Centrum Amsterdam, locatie Baarsjesweg","Baarsjesweg 224, 1058 AA Amsterdam",52.3634743,4.858340699999999,020 261 0274,http://www.fysiocentrumamsterdam.nl/,4.4,104,https://maps.google.com/?cid=11568024860115497157&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,OPERATIONAL,massage|sports_complex|medical_clinic|health|sports_activity_location|point_of_interest|service|establishment
ChIJhztPrGvixUcRbj5-v_4kMqE,De Fysio Man,"Jan van Galenstraat 301, 1056 CB Amsterdam",52.3725012,4.8481797,020 354 2926,https://defysioman.nl/?utm_source=google&utm_medium=organic&utm_campaign=mijn+bedrijf,4.7,229,https://maps.google.com/?cid=11615387065494945390&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,OPERATIONAL,massage|sports_complex|gym|medical_clinic|sports_school|physiotherapist|health|sports_activity_location|point_of_interest|consultant|service|establishment
ChIJXdPximQJxkcRoBU8NyAxvvU,Evolution Fysiotherapie Amsterdam Oost,"Hugo de Vrieslaan 3, 1097 ED Amsterdam",52.350493099999994,4.9350087,06 42557307,https://evolutionfysiotherapie.nl/?utm_source=google-bedrijfsprofiel&utm_medium=local&utm_campaign=bedrijfsvermelding,4.9,174,https://maps.google.com/?cid=17707644799302768032&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,OPERATIONAL,physiotherapist|medical_clinic|health|point_of_interest|service|establishment
ChIJQQe5piwIxkcR-qTAz6_i0Zg,Fysio SpaarndammerHout,"Spaarndammerstraat 73hs, 1013 TB Amsterdam",52.3896328,4.8789925,020 686 2932,https://www.fysiospaarndammerhout.nl/,4.9,28,https://maps.google.com/?cid=11011831808630236410&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,OPERATIONAL,medical_clinic|physiotherapist|health|point_of_interest|establishment
ChIJiX2d4-rmxUcRKCSdlDTyq2A,Fysiotherapie Hoofdweg,"Hoofdweg 458, 1055 AB Amsterdam",52.3760094,4.847415,020 618 8761,http://www.fysiohoofdweg.nl/,4.3,24,https://maps.google.com/?cid=6965927556304151592&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,OPERATIONAL,physiotherapist|health|point_of_interest|establishment
ChIJKx-L_owJxkcR-wEd2TcfrMI,Mokum Fysiotherapie en Training,"Sarphatipark 48H, 1073 CZ Amsterdam",52.3531276,4.8951568,020 331 2698,https://mokumfysio-training.nl/,4.7,53,https://maps.google.com/?cid=14027621264078471675&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,OPERATIONAL,physiotherapist|health|point_of_interest|consultant|service|establishment
ChIJCUSVv2zixUcR1botFIM-PRo,Fysiotherapie de Baarsjes - Mercatorplein,"Mercatorplein 119-121, 1057 CA Amsterdam",52.3697503,4.8501392,020 612 3394,https://www.fysiotherapiedebaarsjes.nl/contact/locatie-mercatorplein/?utm_source=google&utm_medium=organic&utm_campaign=gmb_mercatorplein,3.8,32,https://maps.google.com/?cid=1890736151265655509&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,OPERATIONAL,physiotherapist|medical_clinic|health|point_of_interest|establishment
ChIJRytimj4LxkcRkb-milCfoUM,VondelFysio | Fysiotherapie Rivierenbuurt,"Gaaspstraat 45, 1079 VC Amsterdam",52.343771499999995,4.9086319,,https://www.vondelfysio.nl/,4.5,14,https://maps.google.com/?cid=4873351440063971217&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,OPERATIONAL,medical_clinic|health|point_of_interest|establishment
ChIJjRiPxNcJxkcRniAQ1u7d8q0,"Fysiotherapie Westerpark, locatie van Hallstraat","Van Hallstraat 200, 1051 HL Amsterdam",52.379807799999995,4.8710898,020 686 9806,http://fysiowesterpark.nl/,4,12,https://maps.google.com/?cid=12534324730788847774&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,OPERATIONAL,medical_clinic|health|point_of_interest|establishment
ChIJ3UVzSgUJxkcR_6UGezATydc,Fysiotherapie OHG,"Bogortuin 1, 1019 PE Amsterdam",52.376954299999994,4.935941,020 419 1419,https://www.fysiotherapie-ohg.nl/,4.5,8,https://maps.google.com/?cid=15548980287416739327&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,OPERATIONAL,physiotherapist|health|point_of_interest|establishment
ChIJKaP52iYKxkcRTT3JJrH6YFE,Fysiotherapie de Grote Rivieren,"Maasstraat 167, 1079 BG Amsterdam",52.3421351,4.8976611,020 540 0180,http://www.degroterivieren.info,4,7,https://maps.google.com/?cid=5863962353603263821&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,OPERATIONAL,physiotherapist|medical_clinic|health|point_of_interest|establishment
ChIJNYE-5gAJxkcRfg4YKktFLow,EBP Studio | Fysiotherapie | Bekkenfysiotherapie | Personal Training,"Churchill-laan 87A, 1078 DJ Amsterdam",52.3465052,4.8970972999999995,06 51992130,https://www.ebp-studio.com/,5,154,https://maps.google.com/?cid=10101087203369684606&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,OPERATIONAL,medical_clinic|sports_school|health|point_of_interest|service|establishment
ChIJ4QCIP-YJxkcRIPKKbLDz42U,Fysiomed,"IJsbaanpad 6, 1076 CV Amsterdam",52.341443899999994,4.8558563999999995,020 560 8920,https://fysiomed.org/,4.7,266,https://maps.google.com/?cid=7341979756604879392&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,OPERATIONAL,medical_clinic|physiotherapist|doctor|health|point_of_interest|consultant|service|establishment
